"id","dob","sex"
"1359","19800106","W"
"1360","19800113","M"
"1361","19800116","W"
"1362","19800115","W"
"1363","19800118","M"
"1364","19800116","W"
"1365","19800115","W"
"1366","19800116","M"
"1367","19800123","M"
"1368","19800128","W"
"1369","19800123","M"
"1370","19800203","W"
"1371","19800126","M"
"1372","19800127","W"
"1373","19800201","W"
"1374","19800131","M"
"1375","19800206","M"
"1376","19800202","M"
"1377","19800201","W"
"1378","19800130","W"
"1379","19800205","W"
"1380","19800203","M"
"1381","19800210","M"
"1382","19800207","M"
"1383","19800210","W"
"1384","19800210","M"
"1385","19800211","W"
"1386","19800215","W"
"1387","19800213","M"
"1388","19800224","M"
"1389","19800218","M"
"1390","19800228","M"
"1391","19800224","M"
"1392","19800302","W"
"1393","19800220","W"
"1394","19800225","M"
"1395","19800305","W"
"1396","19800228","M"
"1397","19800226","M"
"1398","19800304","M"
"1399","19800227","M"
"1400","19800305","M"
"1401","19800305","M"
"1402","19800308","W"
"1403","19800316","M"
"1404","19800318","M"
"1405","19800314","M"
"1406","19800309","W"
"1407","19800319","M"
"1408","19800311","M"
"1409","19800315","W"
"1410","19800324","W"
"1411","19800327","M"
"1412","19800326","M"
"1413","19800403","M"
"1414","19800402","M"
"1415","19800401","W"
"1416","19800403","M"
"1417","19800404","M"
"1418","19800328","M"
"1419","19800409","M"
"1420","19800408","M"
"1421","19800408","M"
"1422","19800415","M"
"1423","19800411","M"
"1424","19800411","W"
"1425","19800417","M"
"1426","19800410","W"
"1427","19800421","W"
"1428","19800418","M"
"1429","19800430","W"
"1430","19800426","W"
"1431","19800428","M"
"1432","19800502","W"
"1433","19800428","M"
"1434","19800501","M"
"1435","19800505","M"
"1436","19800508","M"
"1437","19800510","W"
"1438","19800512","M"
"1439","19800509","M"
"1440","19800511","W"
"1441","19800509","W"
"1442","19800514","M"
"1443","19800516","M"
"1444","19800516","W"
"1445","19800517","M"
"1446","19800530","M"
"1447","19800531","W"
"1448","19800529","M"
"1449","19800605","W"
"1450","19800610","W"
"1451","19800607","M"
"1452","19800608","M"
"1453","19800607","W"
"1454","19800603","W"
"1455","19800611","M"
"1456","19800604","W"
"1457","19800610","M"
"1458","19800609","M"
"1459","19800614","M"
"1460","19800615","W"
"1461","19800621","M"
"1462","19800620","M"
"1463","19800625","M"
"1464","19800702","W"
"1465","19800624","M"
"1466","19800702","M"
"1467","19800701","M"
"1468","19800701","M"
"1469","19800706","W"
"1470","19800711","M"
"1471","19800710","M"
"1472","19800713","M"
"1473","19800712","M"
"1474","19800710","W"
"1475","19800708","W"
"1476","19800708","W"
"1477","19800721","W"
"1478","19800719","W"
"1479","19800718","M"
"1480","19800720","M"
"1481","19800718","M"
"1482","19800718","M"
"1483","19800724","M"
"1484","19800721","M"
"1485","19800728","M"
"1486","19800807","M"
"1487","19800814","M"
"1488","19800813","W"
"1489","19800815","W"
"1490","19800813","W"
"1491","19800814","W"
"1492","19800819","W"
"1493","19800819","M"
"1494","19800820","M"
"1495","19800817","W"
"1496","19800815","M"
"1497","19800814","M"
"1498","19800822","W"
"1499","19800824","W"
"1500","19800826","M"
"1501","19800829","M"
"1502","19800906","W"
"1503","19800903","W"
"1504","19800903","M"
"1505","19800907","W"
"1506","19800907","M"
"1507","19800912","W"
"1508","19800907","M"
"1509","19800916","M"
"1510","19800911","M"
"1511","19800908","M"
"1512","19800917","W"
"1513","19800917","W"
"1514","19800921","M"
"1515","19800922","W"
"1516","19800913","M"
"1517","19800916","M"
"1518","19800917","M"
"1519","19800927","M"
"1520","19800926","M"
"1521","19800922","M"
"1522","19800924","M"
"1523","19800922","M"
"1524","19800930","W"
"1525","19800926","W"
"1526","19801002","W"
"1527","19801003","M"
"1528","19801001","M"
"1529","19800929","M"
"1530","19801003","M"
"1531","19801005","M"
"1532","19801006","W"
"1533","19801003","W"
"1534","19800928","M"
"1535","19801004","M"
"1536","19801006","M"
"1537","19801009","W"
"1538","19801004","M"
"1539","19801011","M"
"1540","19801007","W"
"1541","19801018","W"
"1542","19801012","W"
"1543","19801006","M"
"1544","19801007","M"
"1545","19801007","M"
"1546","19801010","W"
"1547","19801019","M"
"1548","19801019","M"
"1549","19801017","W"
"1550","19801021","M"
"1551","19801025","M"
"1552","19801028","M"
"1553","19801023","M"
"1554","19801027","M"
"1555","19801021","M"
"1556","19801024","W"
"1557","19801027","M"
"1558","19801030","W"
"1559","19801026","W"
"1560","19801103","W"
"1561","19801109","W"
"1562","19801108","M"
"1563","19801104","M"
"1564","19801104","W"
"1565","19801107","M"
"1566","19801103","W"
"1567","19801114","M"
"1568","19801117","M"
"1569","19801107","M"
"1570","19801117","W"
"1571","19801112","W"
"1572","19801114","M"
"1573","19801123","M"
"1574","19801123","W"
"1575","19801118","W"
"1576","19801125","M"
"1577","19801117","M"
"1578","19801119","W"
"1579","19801129","W"
"1580","19801129","W"
"1581","19801122","W"
"1582","19801204","W"
"1583","19801205","W"
"1584","19801128","W"
"1585","19801202","W"
"1586","19801201","M"
"1587","19801210","W"
"1588","19801213","W"
"1589","19801204","W"
"1590","19801214","M"
"1591","19801210","M"
"1592","19801210","M"
"1593","19801215","W"
"1594","19801215","W"
"1595","19801222","W"
"1596","19801224","M"
"1597","19801226","M"
"1598","19801219","M"
"1599","19801226","W"
"1600","19801223","W"
"1601","19801225","W"
"1602","19801220","W"
"1603","19801225","M"
"1604","19801224","W"
"1605","19801223","M"
"1606","19801227","M"
"1607","19801231","W"
"1608","19801226","W"
"1609","19801230","W"
"1610","19810104","M"
"1611","19810107","W"
"1612","19810103","M"
"1613","19810112","M"
"1614","19810113","W"
"1615","19810108","W"
"1616","19810108","M"
"1617","19810111","M"
"1618","19810109","M"
"1619","19810115","M"
"1620","19810119","W"
"1621","19810112","M"
"1622","19810116","W"
"1623","19810124","W"
"1624","19810122","M"
"1625","19810123","M"
"1626","19810124","W"
"1627","19810123","M"
"1628","19810123","M"
"1629","19810130","W"
"1630","19810126","M"
"1631","19810204","W"
"1632","19810125","M"
"1633","19810203","W"
"1634","19810130","W"
"1635","19810204","M"
"1636","19810205","W"
"1637","19810209","W"
"1638","19810211","W"
"1639","19810203","M"
"1640","19810217","W"
"1641","19810207","M"
"1642","19810220","M"
"1643","19810214","W"
"1644","19810213","W"
"1645","19810218","W"
"1646","19810220","M"
"1647","19810219","W"
"1648","19810226","M"
"1649","19810226","M"
"1650","19810223","M"
"1651","19810217","M"
"1652","19810223","M"
"1653","19810220","M"
"1654","19810227","W"
"1655","19810304","M"
"1656","19810309","M"
"1657","19810307","W"
"1658","19810307","W"
"1659","19810312","W"
"1660","19810307","M"
"1661","19810321","M"
"1662","19810313","W"
"1663","19810321","M"
"1664","19810328","M"
"1665","19810321","M"
"1666","19810323","M"
"1667","19810322","W"
"1668","19810321","M"
"1669","19810402","W"
"1670","19810407","M"
"1671","19810408","M"
"1672","19810417","W"
"1673","19810415","M"
"1674","19810412","M"
"1675","19810416","M"
"1676","19810416","M"
"1677","19810414","W"
"1678","19810419","M"
"1679","19810415","W"
"1680","19810414","W"
"1681","19810419","W"
"1682","19810415","M"
"1683","19810422","M"
"1684","19810427","M"
"1685","19810428","M"
"1686","19810428","M"
"1687","19810501","M"
"1688","19810427","W"
"1689","19810430","M"
"1690","19810503","W"
"1691","19810508","W"
"1692","19810508","M"
"1693","19810507","M"
"1694","19810516","M"
"1695","19810505","W"
"1696","19810516","M"
"1697","19810518","W"
"1698","19810518","M"
"1699","19810516","W"
"1700","19810516","M"
"1701","19810514","M"
"1702","19810516","M"
"1703","19810519","M"
"1704","19810525","M"
"1705","19810522","W"
"1706","19810518","M"
"1707","19810519","W"
"1708","19810523","M"
"1709","19810601","M"
"1710","19810529","M"
"1711","19810528","M"
"1712","19810531","M"
"1713","19810605","M"
"1714","19810609","M"
"1715","19810601","M"
"1716","19810613","M"
"1717","19810601","M"
"1718","19810605","M"
"1719","19810606","M"
"1720","19810619","M"
"1721","19810615","M"
"1722","19810610","W"
"1723","19810621","M"
"1724","19810619","M"
"1725","19810620","W"
"1726","19810621","W"
"1727","19810629","W"
"1728","19810621","M"
"1729","19810624","M"
"1730","19810702","W"
"1731","19810630","W"
"1732","19810625","W"
"1733","19810701","W"
"1734","19810630","M"
"1735","19810626","M"
"1736","19810710","M"
"1737","19810705","W"
"1738","19810712","M"
"1739","19810703","W"
"1740","19810708","W"
"1741","19810709","W"
"1742","19810716","M"
"1743","19810713","M"
"1744","19810713","M"
"1745","19810719","M"
"1746","19810727","W"
"1747","19810801","W"
"1748","19810731","M"
"1749","19810811","M"
"1750","19810814","M"
"1751","19810815","M"
"1752","19810814","M"
"1753","19810821","M"
"1754","19810821","M"
"1755","19810829","M"
"1756","19810826","M"
"1757","19810901","M"
"1758","19810823","M"
"1759","19810826","M"
"1760","19810901","M"
"1761","19810828","W"
"1762","19810829","M"
"1763","19810831","W"
"1764","19810829","M"
"1765","19810909","M"
"1766","19810902","M"
"1767","19810906","M"
"1768","19810903","M"
"1769","19810906","M"
"1770","19810908","W"
"1771","19810912","W"
"1772","19810909","M"
"1773","19810906","W"
"1774","19810911","M"
"1775","19810911","M"
"1776","19810911","W"
"1777","19810918","W"
"1778","19810921","M"
"1779","19810918","W"
"1780","19810917","M"
"1781","19810925","M"
"1782","19810917","M"
"1783","19810924","M"
"1784","19810929","M"
"1785","19810926","M"
"1786","19810929","M"
"1787","19810927","W"
"1788","19811004","M"
"1789","19810928","W"
"1790","19811005","M"
"1791","19810928","M"
"1792","19810928","M"
"1793","19810928","M"
"1794","19811004","M"
"1795","19810928","W"
"1796","19811002","M"
"1797","19811003","M"
"1798","19811003","W"
"1799","19811008","M"
"1800","19811010","M"
"1801","19811006","M"
"1802","19811018","W"
"1803","19811014","W"
"1804","19811021","M"
"1805","19811015","M"
"1806","19811020","M"
"1807","19811019","M"
"1808","19811019","M"
"1809","19811022","M"
"1810","19811023","W"
"1811","19811030","W"
"1812","19811026","W"
"1813","19811027","M"
"1814","19811104","M"
"1815","19811026","M"
"1816","19811104","M"
"1817","19811031","M"
"1818","19811107","M"
"1819","19811031","M"
"1820","19811102","M"
"1821","19811110","M"
"1822","19811105","M"
"1823","19811112","M"
"1824","19811108","M"
"1825","19811112","M"
"1826","19811119","M"
"1827","19811109","M"
"1828","19811116","M"
"1829","19811110","M"
"1830","19811119","M"
"1831","19811112","W"
"1832","19811117","W"
"1833","19811120","W"
"1834","19811119","W"
"1835","19811116","M"
"1836","19811113","M"
"1837","19811119","M"
"1838","19811125","M"
"1839","19811122","M"
"1840","19811127","M"
"1841","19811118","W"
"1842","19811124","M"
"1843","19811127","M"
"1844","19811203","M"
"1845","19811205","W"
"1846","19811205","M"
"1847","19811128","W"
"1848","19811128","W"
"1849","19811208","M"
"1850","19811128","M"
"1851","19811202","M"
"1852","19811202","W"
"1853","19811214","W"
"1854","19811212","M"
"1855","19811203","M"
"1856","19811210","M"
"1857","19811206","W"
"1858","19811216","M"
"1859","19811217","M"
"1860","19811218","M"
"1861","19811216","W"
"1862","19811211","M"
"1863","19811217","W"
"1864","19811218","W"
"1865","19811222","W"
"1866","19811216","M"
"1867","19811221","M"
"1868","19811218","W"
"1869","19811221","M"
"1870","19811219","M"
"1871","19811221","M"
"1872","19811227","M"
"1873","19811225","M"
"1874","19811224","W"
"1875","19820102","W"
"1876","19811226","M"
"1877","19811230","M"
"1878","19811231","W"
"1879","19820102","W"
"1880","19820104","M"
"1881","19820104","M"
"1882","19820111","M"
"1883","19820112","M"
"1884","19820112","M"
"1885","19820122","M"
"1886","19820118","W"
"1887","19820116","M"
"1888","19820114","M"
"1889","19820118","W"
"1890","19820118","W"
"1891","19820119","W"
"1892","19820123","W"
"1893","19820124","M"
"1894","19820122","M"
"1895","19820128","W"
"1896","19820124","M"
"1897","19820203","M"
"1898","19820207","W"
"1899","19820202","W"
"1900","19820203","M"
"1901","19820207","M"
"1902","19820208","W"
"1903","19820209","M"
"1904","19820216","M"
"1905","19820214","M"
"1906","19820215","W"
"1907","19820217","M"
"1908","19820225","W"
"1909","19820221","M"
"1910","19820227","M"
"1911","19820304","W"
"1912","19820303","W"
"1913","19820303","M"
"1914","19820303","M"
"1915","19820318","M"
"1916","19820315","W"
"1917","19820321","M"
"1918","19820322","M"
"1919","19820314","M"
"1920","19820325","M"
"1921","19820313","W"
"1922","19820323","M"
"1923","19820318","M"
"1924","19820328","M"
"1925","19820325","W"
"1926","19820320","M"
"1927","19820401","W"
"1928","19820323","W"
"1929","19820328","M"
"1930","19820329","M"
"1931","19820330","M"
"1932","19820329","W"
"1933","19820325","M"
"1934","19820402","M"
"1935","19820404","M"
"1936","19820329","W"
"1937","19820331","W"
"1938","19820408","W"
"1939","19820409","M"
"1940","19820413","M"
"1941","19820412","W"
"1942","19820417","M"
"1943","19820414","W"
"1944","19820416","M"
"1945","19820424","M"
"1946","19820419","M"
"1947","19820426","W"
"1948","19820428","M"
"1949","19820501","W"
"1950","19820504","M"
"1951","19820427","M"
"1952","19820504","M"
"1953","19820502","M"
"1954","19820429","M"
"1955","19820510","M"
"1956","19820509","W"
"1957","19820508","M"
"1958","19820507","M"
"1959","19820501","W"
"1960","19820510","W"
"1961","19820510","M"
"1962","19820507","M"
"1963","19820512","M"
"1964","19820506","M"
"1965","19820512","M"
"1966","19820519","M"
"1967","19820524","W"
"1968","19820514","M"
"1969","19820517","W"
"1970","19820518","M"
"1971","19820525","M"
"1972","19820521","W"
"1973","19820521","W"
"1974","19820517","M"
"1975","19820526","M"
"1976","19820531","M"
"1977","19820519","W"
"1978","19820526","M"
"1979","19820527","M"
"1980","19820529","M"
"1981","19820523","M"
"1982","19820525","W"
"1983","19820530","M"
"1984","19820601","M"
"1985","19820530","M"
"1986","19820602","W"
"1987","19820609","M"
"1988","19820604","W"
"1989","19820611","M"
"1990","19820619","M"
"1991","19820617","M"
"1992","19820622","M"
"1993","19820618","M"
"1994","19820626","M"
"1995","19820619","M"
"1996","19820625","W"
"1997","19820617","M"
"1998","19820623","W"
"1999","19820629","W"
"2000","19820626","M"
"2001","19820625","M"
"2002","19820630","M"
"2003","19820704","M"
"2004","19820702","M"
"2005","19820708","M"
"2006","19820705","W"
"2007","19820701","W"
"2008","19820707","W"
"2009","19820629","W"
"2010","19820708","W"
"2011","19820705","W"
"2012","19820706","W"
"2013","19820710","M"
"2014","19820707","M"
"2015","19820706","M"
"2016","19820713","M"
"2017","19820714","M"
"2018","19820709","M"
"2019","19820720","M"
"2020","19820714","M"
"2021","19820716","W"
"2022","19820720","M"
"2023","19820718","M"
"2024","19820718","M"
"2025","19820714","W"
"2026","19820713","W"
"2027","19820714","M"
"2028","19820721","M"
"2029","19820721","M"
"2030","19820729","M"
"2031","19820724","M"
"2032","19820730","M"
"2033","19820804","M"
"2034","19820808","M"
"2035","19820809","W"
"2036","19820809","M"
"2037","19820803","M"
"2038","19820810","M"
"2039","19820805","M"
"2040","19820808","M"
"2041","19820813","W"
"2042","19820811","W"
"2043","19820817","M"
"2044","19820819","M"
"2045","19820822","M"
"2046","19820818","W"
"2047","19820817","W"
"2048","19820822","W"
"2049","19820827","W"
"2050","19820825","W"
"2051","19820821","W"
"2052","19820903","W"
"2053","19820901","M"
"2054","19820903","M"
"2055","19820903","M"
"2056","19820906","M"
"2057","19820902","M"
"2058","19820906","M"
"2059","19820911","W"
"2060","19820913","W"
"2061","19820909","W"
"2062","19820907","W"
"2063","19820909","W"
"2064","19820914","M"
"2065","19820915","M"
"2066","19820912","W"
"2067","19820923","M"
"2068","19820917","M"
"2069","19820924","W"
"2070","19820928","M"
"2071","19820926","M"
"2072","19820924","M"
"2073","19820918","M"
"2074","19820927","M"
"2075","19821004","W"
"2076","19821001","M"
"2077","19820927","M"
"2078","19821007","W"
"2079","19821009","W"
"2080","19821007","M"
"2081","19821003","M"
"2082","19821007","W"
"2083","19821006","M"
"2084","19821005","W"
"2085","19821013","M"
"2086","19821005","M"
"2087","19821010","M"
"2088","19821003","W"
"2089","19821013","W"
"2090","19821012","M"
"2091","19821009","M"
"2092","19821015","M"
"2093","19821014","W"
"2094","19821015","W"
"2095","19821015","M"
